Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
Morley,724,Spain,Male,36,1,0.0,2,Yes,No,50-75K,No
Martin,770,Spain,Male,30,8,0.0,2,No,Yes,50-75K,No
Okorie,680,France,Male,37,4,0.0,2,Yes,No,50-75K,No
Ku,699,France,Female,32,4,110559.46,1,Yes,Yes,50-75K,No
Andreyeva,442,France,Male,34,4,0.0,2,Yes,No,50-75K,No
Cheng,529,France,Male,46,8,0.0,1,No,No,50-75K,Yes
Hsia,574,Spain,Male,36,3,0.0,2,Yes,Yes,0-20K,No
Lane,605,France,Male,33,9,128152.82,1,No,No,50-75K,No
Findlay,515,Germany,Male,45,7,120961.5,3,Yes,Yes,20-50K,Yes
Okonkwo,632,Germany,Male,65,6,129472.33,1,Yes,Yes,50-75K,No
Pirogova,558,France,Male,32,10,105000.23,1,Yes,No,50-75K,No
McDonald,434,Germany,Male,55,8,109339.17,2,Yes,No,50-75K,Yes
Okonkwo,525,France,Female,59,6,55328.4,1,Yes,No,50-75K,Yes
Nnanna,640,Germany,Male,23,3,72012.76,1,Yes,No,50-75K,No
Ku,690,France,Female,36,6,110480.48,1,No,No,50-75K,No
Porter,607,Spain,Male,34,9,132439.99,1,Yes,No,50-75K,No
Somayina,850,France,Female,46,3,0.0,2,Yes,Yes,50-75K,No
Mao,780,Germany,Male,34,5,94108.54,2,Yes,No,50-75K,No
Fuller,616,Germany,Female,28,10,105173.99,1,No,Yes,20-50K,Yes
Craig,618,Spain,Female,40,8,0.0,2,Yes,No,50-75K,No
Trevisano,676,France,Male,29,7,131959.86,1,No,No,50-75K,No
Ruiz,507,France,Male,33,7,0.0,2,Yes,Yes,50-75K,No
Fraser,490,France,Male,34,5,122952.9,2,No,No,50-75K,No
Gallo,678,France,Male,36,0,107379.68,1,Yes,Yes,50-75K,No
Waterhouse,637,Germany,Male,30,6,122641.56,2,Yes,No,50-75K,No
Cremonesi,602,France,Female,33,8,0.0,2,Yes,Yes,50-75K,No
Feng,744,Spain,Female,30,1,124037.28,1,Yes,Yes,50-75K,No
H?,640,France,Female,50,9,117565.03,2,No,No,50-75K,No
Jara,684,France,Female,38,5,133189.4,1,No,No,50-75K,No
Wilson,495,Germany,Male,39,8,120252.02,2,Yes,Yes,0-20K,No
O'Callaghan,559,Germany,Female,28,3,152264.81,1,No,No,50-75K,No
Robson,684,France,Male,38,5,105069.98,2,Yes,Yes,50-75K,No
Pease,613,France,Male,42,7,115076.06,1,Yes,Yes,50-75K,No
Maclean,794,France,Male,30,8,0.0,2,Yes,Yes,20-50K,No
Lavrentyev,736,France,Female,42,7,117280.23,3,No,No,20-50K,Yes
Rhodes,692,Germany,Male,49,6,110540.43,2,No,Yes,50-75K,No
Murphy,703,Spain,Male,36,7,135095.47,1,Yes,No,50-75K,No
Alexander,720,Germany,Male,23,0,187861.18,2,Yes,Yes,50-75K,No
Nekrasov,777,Germany,Male,44,3,124655.59,2,No,Yes,50-75K,No
Arnold,653,France,Male,44,8,0.0,2,Yes,Yes,50-75K,No
Trevisan,552,France,Female,38,9,134105.01,1,No,No,50-75K,No
Mason,708,France,Female,34,4,0.0,1,Yes,Yes,50-75K,No
Tucker,647,France,Female,40,9,0.0,2,No,Yes,50-75K,No
Hobson,597,Germany,Male,52,8,83693.34,2,Yes,Yes,50-75K,No
Gordon,501,France,Male,42,9,114631.23,1,No,Yes,50-75K,No
Anderson,709,France,Male,44,9,128601.98,1,Yes,No,50-75K,No
Terry,621,Germany,Female,34,2,91258.52,2,Yes,No,20-50K,No
Lappin,799,France,Male,70,8,70416.75,1,Yes,Yes,20-50K,No
Santiago,675,France,Female,33,6,0.0,2,Yes,No,20-50K,No
Wallace,561,France,Female,35,5,0.0,2,Yes,No,50-75K,No
King,707,France,Female,42,10,0.0,2,Yes,Yes,50-75K,No
Fang,670,France,Male,33,6,88294.6,1,Yes,No,50-75K,No
May,649,Spain,Female,32,7,0.0,1,Yes,No,20-50K,No
Travis,524,France,Male,28,1,93577.3,1,Yes,Yes,50-75K,No
Nnachetam,689,Germany,Female,30,5,136650.89,1,Yes,Yes,20-50K,Yes
Zhdanova,573,Spain,Female,72,8,98765.84,1,Yes,Yes,50-75K,No
Jefferson,657,France,Male,33,1,84309.57,2,No,No,50-75K,No
Cremonesi,686,Spain,Male,39,10,136258.06,1,No,No,50-75K,No
Fang,683,France,Female,29,9,0.0,2,Yes,Yes,20-50K,No
Sinclair,753,Germany,Female,47,1,131160.85,1,Yes,No,50-75K,No
Begley,520,Spain,Female,30,4,145222.99,2,No,No,50-75K,No
Degtyarev,547,Germany,Male,25,4,98141.57,2,Yes,Yes,50-75K,No
Atkins,653,France,Male,47,6,0.0,1,Yes,No,50-75K,Yes
Ikenna,648,Spain,Female,28,9,102282.61,1,Yes,Yes,50-75K,No
Sun,639,France,Female,37,4,116121.84,2,No,Yes,50-75K,No
Lettiere,711,France,Female,25,5,190066.54,1,No,No,50-75K,Yes
Smith,484,Germany,Female,55,8,149349.58,3,No,No,50-75K,Yes
Finch,721,France,Male,36,1,155176.83,2,Yes,Yes,20-50K,No
Monaldo,548,Germany,Male,32,2,98986.28,1,Yes,Yes,50-75K,No
Ugonna,679,France,Male,41,8,147726.98,3,Yes,No,50-75K,Yes
Chiang,553,France,Male,41,1,0.0,2,Yes,No,50-75K,No
Sun,757,France,Male,36,7,144852.06,1,No,No,50-75K,No
Blackburn,581,France,Male,54,4,89299.81,1,No,No,0-20K,Yes
Chang,718,Spain,Male,40,9,0.0,2,No,No,50-75K,No
Palermo,625,France,Male,41,6,97663.16,2,Yes,No,50-75K,No
McEwan,744,Spain,Male,39,4,95161.75,1,Yes,No,0-20K,No
Davide,799,Germany,Male,31,9,154586.92,1,No,Yes,50-75K,Yes
Chieloka,751,Spain,Female,34,8,127095.14,2,No,No,0-20K,No
Humphreys,781,Germany,Male,35,7,92526.15,2,Yes,Yes,50-75K,No
Cocci,777,Germany,Female,46,0,107362.8,1,Yes,No,0-20K,No
Hanson,704,Spain,Female,24,2,0.0,1,Yes,No,20-50K,Yes
Macleod,539,France,Female,47,2,127286.04,2,Yes,Yes,50-75K,Yes
Ritchie,716,France,Female,29,6,0.0,2,Yes,Yes,50-75K,No
Nebechukwu,670,France,Male,37,2,0.0,2,Yes,Yes,50-75K,No
Nnamutaezinwa,555,France,Male,40,10,139930.18,1,Yes,Yes,50-75K,No
Ikemefuna,679,Germany,Female,30,4,77949.69,1,Yes,Yes,50-75K,No
Scott,571,France,Male,38,1,121405.04,1,Yes,Yes,50-75K,No
Chiang,512,Spain,Female,35,5,124580.69,1,Yes,Yes,0-20K,No
Artyomova,697,France,Male,35,5,133087.76,1,Yes,No,50-75K,No
Hsieh,424,Spain,Male,34,7,0.0,1,Yes,Yes,0-20K,No
Levien,684,France,Female,43,7,0.0,2,Yes,No,50-75K,No
Erskine,697,Spain,Male,62,7,0.0,1,Yes,No,50-75K,Yes
Fiorentino,580,Germany,Male,45,8,103741.14,1,Yes,No,20-50K,Yes
Okonkwo,600,France,Female,32,7,98877.95,1,Yes,No,50-75K,No
Monds,521,France,Male,37,5,105843.26,2,Yes,Yes,50-75K,No
Campbell,664,Spain,Male,44,7,77526.66,3,No,No,50-75K,Yes
Ibekwe,634,France,Male,77,5,0.0,2,Yes,Yes,50-75K,No
Marcelo,445,France,Female,33,7,0.0,2,Yes,No,50-75K,No
Castro,702,Germany,Female,36,2,105264.88,2,Yes,Yes,50-75K,No
Capon,485,France,Male,37,5,0.0,2,No,Yes,50-75K,No
Voronova,582,Germany,Female,40,3,110150.43,1,Yes,Yes,50-75K,Yes
Loggia,605,Spain,Female,57,2,0.0,3,Yes,No,50-75K,Yes
Law,628,France,Male,25,7,0.0,2,Yes,Yes,50-75K,No
Grant,604,Spain,Female,28,6,0.0,2,Yes,Yes,50-75K,No
Greco,724,Germany,Male,31,9,138166.3,1,Yes,No,0-20K,No
Dietz,567,Germany,Male,40,7,122265.24,1,Yes,No,50-75K,No
Martel,779,Spain,Female,55,0,133295.98,1,Yes,No,20-50K,Yes
Jarvis,785,France,Male,36,2,0.0,1,No,Yes,50-75K,No
Meng,563,France,Female,32,0,148326.09,1,Yes,No,50-75K,Yes
Hay,821,Germany,Female,31,2,68927.57,1,Yes,Yes,20-50K,No
Voronoff,747,France,Female,47,5,139914.6,4,No,Yes,50-75K,Yes
Trevascus,600,Germany,Female,58,8,118723.11,1,No,No,0-20K,Yes
Ho,625,Spain,Male,32,7,106957.28,1,Yes,Yes,50-75K,No
Hansen,773,France,Female,41,7,190238.93,1,Yes,Yes,50-75K,No
Craig,726,France,Female,53,1,113537.73,1,No,Yes,20-50K,No
Hall,641,Spain,Female,40,4,101090.27,1,Yes,Yes,50-75K,No
Sun,649,France,Female,46,2,0.0,2,Yes,Yes,50-75K,No
Durant,434,Spain,Male,33,3,0.0,1,Yes,Yes,0-20K,No
Jackson,738,France,Female,38,7,0.0,2,No,No,50-75K,No
Chigozie,762,Spain,Female,60,10,168920.75,1,Yes,No,20-50K,Yes
Farmer,507,Germany,Male,31,9,111589.67,1,Yes,No,50-75K,No
Douglas,606,Germany,Female,27,6,172310.33,1,No,Yes,50-75K,No
Ardis,655,Germany,Male,34,7,118028.35,1,Yes,No,50-75K,Yes
Smith,697,Germany,Male,51,1,147910.3,1,Yes,Yes,50-75K,No
Butler,504,Germany,Male,42,7,131287.36,2,Yes,Yes,50-75K,No
Pettry,653,France,Female,74,0,121276.32,1,Yes,Yes,50-75K,No
John,660,Spain,Male,38,6,109869.32,1,Yes,Yes,50-75K,No
Potter,652,France,Female,34,6,97435.85,2,Yes,Yes,50-75K,No
Shaw,669,France,Female,42,9,0.0,2,No,No,50-75K,No
Boyle,594,France,Male,35,2,133853.27,1,Yes,Yes,50-75K,No
Elmore,756,Germany,Male,32,0,109528.16,2,Yes,Yes,50-75K,No
Udinesi,642,France,Female,33,4,84607.34,2,No,Yes,50-75K,No
Sun,486,Germany,Male,37,1,101438.0,1,No,No,50-75K,No
Tuan,804,France,Male,55,7,0.0,2,Yes,Yes,50-75K,No
Lawrence,629,France,Male,59,9,113657.83,1,Yes,Yes,50-75K,Yes
Burrows,581,Spain,Female,44,7,189318.16,2,Yes,No,20-50K,Yes
Shao,667,France,Male,31,3,99513.91,1,Yes,Yes,50-75K,No
White,667,Spain,Male,35,4,97585.32,2,No,No,50-75K,No
Chialuka,679,France,Male,29,3,0.0,2,Yes,Yes,50-75K,No
Toscano,680,France,Female,43,4,0.0,2,Yes,Yes,50-75K,No
McKay,644,Spain,Male,32,3,136659.74,1,Yes,Yes,0-20K,No
Voronkov,571,France,Female,30,4,85755.86,1,Yes,No,50-75K,No
Sal,627,Spain,Female,35,7,0.0,1,Yes,No,50-75K,No
Ikechukwu,536,France,Male,39,4,0.0,2,Yes,No,20-50K,No
Kruglova,599,Spain,Male,33,4,51690.89,1,Yes,No,50-75K,Yes
Clements,744,Spain,Male,34,3,0.0,2,Yes,No,20-50K,No
Kennedy,709,France,Female,34,2,111669.68,1,Yes,No,50-75K,No
Johnson,653,Germany,Male,31,2,154741.45,2,No,No,20-50K,No
Chung,648,Germany,Male,31,7,125681.51,1,No,Yes,50-75K,No
Garland,663,Germany,Female,37,8,155303.71,1,Yes,No,50-75K,No
Docherty,613,Germany,Female,43,4,140681.68,1,No,Yes,20-50K,No
Nnaife,620,France,Male,28,9,71902.52,1,No,Yes,50-75K,No
Lettiere,661,France,Male,51,6,146606.6,1,Yes,Yes,50-75K,No
Sanderson,669,Germany,Male,45,1,123949.75,1,No,No,50-75K,No
Fomin,767,Germany,Female,33,1,144753.21,1,Yes,Yes,50-75K,No
Wright,491,France,Female,72,6,91285.22,1,Yes,Yes,0-20K,No
Buckley,653,France,Male,43,0,0.0,2,Yes,No,20-50K,No
Pan,679,Germany,Male,58,8,125850.53,2,Yes,Yes,50-75K,No
Manna,687,France,Male,28,7,108116.66,1,Yes,Yes,20-50K,No
Chinwendu,837,France,Female,38,2,0.0,2,Yes,Yes,20-50K,No
Ndubuagha,850,France,Male,28,8,67639.56,2,Yes,Yes,50-75K,No
White,663,Spain,Female,53,6,150200.23,1,No,Yes,50-75K,Yes
Hale,547,Spain,Female,22,7,141287.15,1,Yes,No,50-75K,No
Ross,627,France,Female,41,6,0.0,3,Yes,Yes,50-75K,Yes
Ikenna,707,France,Male,37,1,0.0,2,No,Yes,0-20K,No
Nkemdilim,629,France,Female,43,0,0.0,2,Yes,Yes,20-50K,No
McMillan,687,France,Female,36,4,97157.96,1,No,Yes,50-75K,No
Duke,588,France,Female,36,2,0.0,2,Yes,No,50-75K,Yes
Bradbury,502,Germany,Female,33,6,125241.17,2,Yes,Yes,50-75K,No
Bayley,793,Germany,Male,54,2,128966.13,1,No,No,0-20K,Yes
Bartlett,727,Germany,Male,59,5,152581.06,1,Yes,No,50-75K,Yes
Cremin,632,Spain,Female,32,1,0.0,2,Yes,No,0-20K,No
Gilchrist,474,Germany,Female,37,5,142688.57,2,Yes,Yes,50-75K,No
Shih,850,Germany,Female,31,1,130089.56,2,Yes,Yes,0-20K,No
Fitzpatrick,584,France,Male,36,9,0.0,1,Yes,Yes,50-75K,No
Pagan,713,France,Female,32,1,117094.02,1,No,No,50-75K,Yes
Hendrick,742,Spain,Male,24,8,0.0,2,Yes,No,0-20K,No
Sanderson,607,France,Female,39,10,0.0,3,Yes,No,50-75K,Yes
Samsonova,761,Spain,Female,34,2,0.0,2,Yes,No,50-75K,No
Azubuike,600,France,Male,49,7,90218.9,1,Yes,No,50-75K,No
Pan,650,Spain,Male,42,4,194532.66,1,Yes,No,50-75K,Yes
Massie,850,Germany,Male,56,1,169743.83,1,No,No,50-75K,Yes
Sandover,501,France,Female,34,5,0.0,1,Yes,No,20-50K,No
Craig,418,France,Male,34,8,155973.88,1,Yes,No,50-75K,No
Onwudiwe,797,Spain,Male,59,4,129321.44,1,Yes,Yes,50-75K,No
Chu,788,Germany,Female,42,6,138650.49,2,Yes,No,50-75K,No
Zetticci,699,Spain,Male,43,2,136487.86,2,Yes,No,50-75K,No
Vaguine,616,France,Male,18,6,0.0,2,Yes,Yes,20-50K,No
Owen,651,France,Female,41,4,38617.2,1,Yes,Yes,50-75K,No
Hurst,654,France,Female,28,7,0.0,2,Yes,No,50-75K,No
Harding,676,France,Female,34,8,82909.14,1,Yes,No,50-75K,Yes
Smith,708,Germany,Female,54,8,145151.4,1,No,Yes,50-75K,Yes
Moore,499,Spain,Female,42,0,147187.84,1,Yes,Yes,0-20K,Yes
Bradley,689,France,Male,39,4,0.0,2,Yes,No,50-75K,No
Burfitt,850,Spain,Male,54,7,108185.81,2,No,No,20-50K,Yes
Mackenzie,502,France,Male,30,4,0.0,2,Yes,Yes,50-75K,No
Milanesi,643,France,Male,34,7,0.0,2,No,Yes,50-75K,No
Shubin,762,France,Male,28,2,0.0,2,Yes,No,50-75K,No
Nieves,719,France,Male,49,5,105918.1,1,Yes,Yes,0-20K,No
Martin,789,France,Male,27,6,0.0,2,Yes,No,50-75K,No
Jen,553,Spain,Male,42,7,0.0,2,Yes,No,0-20K,No
Woods,448,Spain,Male,25,2,0.0,2,No,No,50-75K,No
Docherty,632,Germany,Male,42,6,59972.26,2,No,Yes,50-75K,No
Lin,669,Spain,Male,25,7,157228.61,2,Yes,No,50-75K,No
Cheng,654,Spain,Male,34,5,0.0,2,Yes,No,50-75K,No
Korovina,726,France,Female,38,4,0.0,2,No,No,0-20K,No
Macdonald,596,France,Male,21,4,210433.08,2,No,Yes,50-75K,Yes
Hardy,733,Germany,Female,30,1,102452.71,1,Yes,No,20-50K,No
Shaw,529,Spain,Female,35,5,0.0,2,Yes,No,50-75K,No
Knight,493,France,Female,37,8,142987.46,2,Yes,No,50-75K,No
Bruny,615,Spain,Female,29,7,143330.56,2,Yes,Yes,50-75K,No
Ikedinachukwu,600,France,Female,49,6,0.0,1,No,Yes,50-75K,Yes
Moran,666,France,Male,36,4,120165.4,2,Yes,No,20-50K,No
Macleod,644,Spain,Male,54,6,0.0,1,No,Yes,50-75K,No
Yin,692,France,Female,36,4,0.0,1,Yes,No,50-75K,Yes
Felix,707,France,Male,73,6,66573.17,1,Yes,Yes,50-75K,No
Rippey,603,France,Male,40,4,102833.46,2,Yes,Yes,20-50K,No
Mishina,671,France,Female,34,5,164757.56,1,Yes,No,50-75K,No
Graham,568,Spain,Female,36,10,153610.61,1,Yes,Yes,50-75K,Yes
Johnston,598,Spain,Female,35,8,0.0,3,No,Yes,50-75K,No
Korovin,606,Spain,Male,42,10,0.0,2,Yes,No,50-75K,No
Lei,850,Germany,Female,36,3,169025.83,1,Yes,No,50-75K,No
Chimaijem,644,Spain,Female,26,4,153455.72,2,Yes,Yes,50-75K,No
Scott,655,France,Male,37,4,0.0,2,Yes,Yes,50-75K,No
Grant,850,France,Male,30,10,153972.89,2,Yes,No,50-75K,No
McIntyre,683,Spain,Male,34,9,114609.55,2,No,Yes,20-50K,No
Griffin,663,Germany,Male,37,7,143625.83,2,No,Yes,50-75K,No
Converse,682,Germany,Female,38,1,116520.28,1,Yes,Yes,20-50K,Yes
Ch'ang,639,France,Male,77,6,80926.02,2,Yes,Yes,50-75K,No
Coates,704,France,Male,23,6,166594.78,1,Yes,Yes,50-75K,No
Reid,691,France,Female,40,0,115465.98,1,Yes,Yes,50-75K,No
Ts'ui,599,France,Male,34,8,0.0,2,Yes,Yes,50-75K,No
Belstead,573,France,Female,36,1,0.0,1,Yes,Yes,50-75K,No
Dickinson,589,Germany,Female,41,7,92618.62,1,Yes,Yes,50-75K,No
Nwora,620,Germany,Female,25,8,141825.88,1,Yes,Yes,50-75K,Yes
Bishop,647,Spain,Male,28,6,149594.02,2,Yes,No,50-75K,No
Loggia,737,Spain,Female,39,7,130051.66,2,No,No,50-75K,Yes
Rowe,634,France,Female,41,7,0.0,2,Yes,Yes,50-75K,No
Balashov,660,France,Male,38,4,0.0,2,No,No,50-75K,No
Ulyanova,666,Germany,Female,37,2,158468.76,1,No,Yes,50-75K,No
Bogolyubova,696,France,Male,44,8,161889.79,1,No,No,50-75K,No
Remington,836,France,Female,29,9,133681.78,1,Yes,Yes,50-75K,No
Mishin,667,Spain,Female,34,5,0.0,2,Yes,No,50-75K,No
Tu,596,Spain,Male,20,3,187294.46,1,Yes,No,50-75K,No
Castiglione,430,France,Male,31,5,0.0,1,Yes,No,50-75K,No
Nnaife,596,Spain,Male,67,6,0.0,2,Yes,Yes,50-75K,No
Yang,599,France,Male,28,7,119706.22,1,No,No,20-50K,No
Ayers,519,France,Female,22,8,0.0,1,No,Yes,50-75K,No
Cocci,721,Germany,Female,45,7,138523.2,1,No,No,50-75K,Yes
Mackenzie,603,Spain,Female,56,5,90778.76,2,Yes,No,50-75K,Yes
Fiorentini,572,Germany,Male,47,4,99353.42,1,Yes,No,50-75K,Yes
Akabueze,453,Germany,Female,40,1,111524.49,1,Yes,Yes,50-75K,Yes
Hyde,668,France,Female,37,7,128645.67,1,Yes,No,50-75K,No
Levi,762,Germany,Male,35,1,117458.51,1,No,Yes,50-75K,Yes
Nwabugwu,633,France,Female,39,9,129189.15,2,No,No,50-75K,No
Chia,647,Spain,Male,33,7,121260.19,2,Yes,No,50-75K,No
Trevisano,796,Spain,Male,56,6,94231.13,1,No,No,50-75K,Yes
Bennetts,733,France,Male,39,1,0.0,2,Yes,Yes,50-75K,No
Teng,556,France,Male,34,8,163757.06,1,Yes,Yes,50-75K,No
Hsueh,489,Spain,Male,58,4,0.0,2,Yes,Yes,50-75K,No
Mahmood,639,France,Male,22,4,0.0,2,Yes,No,20-50K,No
Sinclair,715,France,Male,35,2,141005.47,1,Yes,Yes,50-75K,No
Chin,807,Germany,Female,42,9,105356.09,2,Yes,Yes,50-75K,No
She,714,Spain,Male,34,5,0.0,2,Yes,No,50-75K,No
He,626,Germany,Female,23,6,85897.95,1,Yes,No,50-75K,No
Hill,697,France,Male,36,7,0.0,2,Yes,Yes,50-75K,No
Vachon,850,Germany,Female,31,4,164672.66,1,No,Yes,50-75K,No
Ball,737,Germany,Female,45,2,99169.67,2,Yes,Yes,50-75K,No
Hsieh,812,France,Male,29,6,0.0,2,No,No,50-75K,No
Baker,583,France,Male,36,8,0.0,2,No,Yes,0-20K,No
Monaldo,730,Germany,Female,37,5,124053.03,1,Yes,No,50-75K,No
Lucchesi,677,France,Male,36,4,0.0,2,Yes,No,0-20K,No
Hamilton,748,Germany,Female,40,3,103499.09,2,No,No,20-50K,No
Kuo,753,Germany,Female,38,9,151766.71,1,Yes,Yes,50-75K,No
Fan,634,Spain,Female,36,1,0.0,1,Yes,Yes,50-75K,No
Wright,622,France,Male,29,7,101486.96,1,Yes,Yes,0-20K,No
Milano,699,Germany,Male,36,2,123601.56,2,Yes,No,50-75K,No
Wall,570,Germany,Male,38,1,127201.58,1,Yes,No,50-75K,Yes
Chidumaga,552,Germany,Male,33,3,144962.74,1,Yes,No,50-75K,Yes
Olisaemeka,619,France,Female,48,4,0.0,1,No,No,0-20K,Yes
Kovalyova,714,Spain,Male,33,8,122017.19,1,No,No,50-75K,No
Onio,503,Spain,Male,32,9,100262.88,2,Yes,Yes,50-75K,No
Hill,685,Spain,Female,43,6,117302.62,1,No,No,50-75K,No
Okeke,606,France,Female,35,0,135984.15,2,Yes,No,50-75K,No
Upjohn,678,France,Male,38,3,0.0,2,Yes,No,50-75K,No
H?,724,Germany,Male,31,2,160997.54,2,No,Yes,50-75K,No
Marcus,779,Germany,Female,37,2,128389.63,1,Yes,Yes,0-20K,Yes
Yobachukwu,638,Spain,Male,35,1,0.0,2,Yes,No,50-75K,No
Russell,610,Spain,Female,50,5,130554.51,3,Yes,No,50-75K,Yes
Hovell,646,Germany,Female,57,6,90212.0,1,Yes,No,0-20K,Yes
Chukwumaobim,628,France,Female,29,9,71996.29,1,Yes,Yes,20-50K,No
Boyle,528,France,Female,32,4,85615.66,2,Yes,No,50-75K,No
Scott,432,France,Female,27,6,62339.81,2,No,No,50-75K,No
Johnstone,622,Spain,Female,47,6,142319.03,1,No,No,50-75K,No
Alvares,721,France,Male,54,5,0.0,2,Yes,Yes,0-20K,No
McDavid,614,Spain,Male,36,5,0.0,2,Yes,No,50-75K,No
Dellucci,634,France,Female,24,2,87413.19,1,Yes,No,50-75K,No
Brothers,742,France,Female,29,4,0.0,2,Yes,Yes,50-75K,No
Sanders,516,France,Female,45,4,0.0,1,Yes,No,50-75K,Yes
Morrison,718,France,Male,35,3,97560.16,1,Yes,Yes,50-75K,No
Molle,636,Germany,Male,30,8,141787.31,2,Yes,Yes,50-75K,No
Genovese,691,Spain,Male,36,7,129934.64,1,No,No,50-75K,Yes
Zetticci,698,France,Female,37,2,166178.02,2,Yes,Yes,50-75K,No
Hsueh,712,Spain,Female,39,5,163097.55,2,Yes,Yes,20-50K,No
Alexander,659,France,Male,20,8,0.0,2,No,No,50-75K,No
Muravyova,573,Spain,Male,44,8,0.0,2,No,No,50-75K,No
Wright,778,Germany,Female,35,1,151958.19,3,Yes,Yes,50-75K,Yes
Calabresi,732,France,Male,46,0,0.0,2,Yes,Yes,50-75K,No
Johnson,550,Germany,Male,33,4,118400.91,1,No,Yes,0-20K,Yes
Lucchesi,790,Spain,Male,20,8,0.0,2,Yes,No,50-75K,No
Galgano,665,Germany,Female,43,2,116322.27,4,Yes,No,20-50K,Yes
Grigoryeva,728,Spain,Female,43,5,0.0,1,Yes,Yes,50-75K,No
Raymond,645,Spain,Female,29,4,0.0,2,Yes,Yes,50-75K,No
Paterson,647,Germany,Male,30,6,143138.91,2,Yes,No,0-20K,No
Genovese,596,Spain,Male,32,4,0.0,2,No,Yes,50-75K,No
Martin,610,France,Male,40,9,0.0,1,Yes,Yes,50-75K,No
Moretti,512,France,Male,36,0,129804.17,1,Yes,No,50-75K,No
Leckie,768,Germany,Male,37,9,108308.11,1,Yes,No,20-50K,Yes
Lane,666,Germany,Male,30,3,110153.27,1,No,Yes,50-75K,No
Brodney,700,Germany,Female,30,4,116377.48,1,Yes,Yes,50-75K,No
Angelo,651,Germany,Female,37,10,117791.06,2,Yes,Yes,50-75K,No
Millar,542,Spain,Female,26,2,0.0,2,Yes,Yes,50-75K,No
Balashov,686,France,Female,35,8,105419.73,1,Yes,No,20-50K,No
Afanasyev,850,Germany,Female,47,4,99219.47,2,Yes,Yes,50-75K,No
Chialuka,658,Germany,Female,55,8,119327.93,1,No,Yes,50-75K,No
Yermolayev,448,France,Female,36,6,83947.12,2,Yes,No,50-75K,No
Tien,609,Spain,Male,32,4,99883.16,1,Yes,Yes,50-75K,No
Lucchesi,704,France,Male,50,4,165438.26,1,Yes,No,50-75K,Yes
Lai,698,France,Male,31,1,156111.24,1,No,No,50-75K,No
Bates,759,France,Male,44,2,111095.58,2,Yes,No,50-75K,No
Saunders,677,France,Female,56,0,119963.45,1,No,No,50-75K,Yes
Chukwuemeka,544,Spain,Male,22,4,0.0,2,Yes,No,50-75K,No
Meagher,567,Spain,Male,35,8,153137.74,1,Yes,No,50-75K,No
Golubeva,490,Spain,Male,40,6,156111.08,1,No,No,50-75K,No
Collier,626,France,Male,34,7,113014.7,2,Yes,Yes,50-75K,No
Chan,718,Germany,Male,43,5,132615.73,2,Yes,No,20-50K,No
Chen,616,France,Male,44,5,102016.38,1,No,Yes,50-75K,Yes
Wright,772,France,Female,35,9,0.0,1,No,Yes,20-50K,No
Cocci,561,France,Male,32,5,0.0,2,Yes,No,50-75K,No
Williams,814,France,Male,49,8,0.0,2,No,No,50-75K,No
McGuffog,651,France,Female,56,4,0.0,1,No,No,50-75K,Yes
Chukwujamuike,538,Germany,Female,42,4,80380.24,1,Yes,No,50-75K,No
Scott,600,France,Female,26,6,108909.12,1,Yes,No,50-75K,No
Bell,654,France,Female,35,2,90865.8,1,Yes,Yes,50-75K,No
Olisaemeka,622,France,Male,40,4,99799.76,2,Yes,No,50-75K,No
Napolitani,682,France,Male,28,10,200724.96,1,No,Yes,50-75K,Yes
Sargood,610,Spain,Female,37,10,140363.95,2,Yes,Yes,50-75K,No
Harrington,795,France,Female,36,1,151844.64,1,Yes,Yes,50-75K,No
Sutherland,557,France,Female,27,2,0.0,2,No,Yes,0-20K,No
Allan,824,Germany,Male,49,8,133231.48,1,Yes,Yes,50-75K,No
Folliero,698,France,Male,27,7,0.0,2,Yes,No,50-75K,No
Mordvinova,630,France,Female,36,8,126598.99,2,Yes,Yes,50-75K,No
Schofield,609,Germany,Female,71,6,113317.1,1,Yes,No,50-75K,Yes
Williams,694,France,Male,47,4,0.0,2,Yes,No,50-75K,No
Baird,681,France,Female,58,8,93173.88,1,Yes,Yes,50-75K,No
Whitehouse,721,Spain,Female,32,10,0.0,1,Yes,No,50-75K,Yes
Thompson,563,Germany,Male,44,7,105007.31,2,Yes,Yes,50-75K,No
Ogochukwu,654,Spain,Female,32,2,0.0,1,Yes,Yes,50-75K,Yes
Niu,659,Spain,Male,27,4,0.0,2,Yes,No,50-75K,No
Okoli,674,Germany,Female,44,4,131593.85,1,No,Yes,50-75K,Yes
Lorenzen,576,Germany,Male,44,9,119530.52,1,Yes,No,50-75K,Yes
Okechukwu,566,Germany,Male,54,4,118614.6,2,Yes,Yes,50-75K,No
Anderson,545,Germany,Male,37,9,95829.13,2,No,Yes,50-75K,No
Ku,798,France,Male,36,1,0.0,2,Yes,Yes,50-75K,No
Kung,757,France,Male,38,0,0.0,1,Yes,No,50-75K,No
Lu,641,France,Male,50,6,153590.73,2,Yes,Yes,50-75K,No
Trevisano,718,France,Male,29,2,0.0,1,Yes,No,50-75K,No
Onwubiko,699,France,Male,64,9,113109.52,1,Yes,No,20-50K,Yes
Vidler,623,France,Female,35,0,130557.24,1,Yes,Yes,20-50K,No
